date,IAK,IBB,IGV,IYT,KBE,VOX,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,XRT
2001-01-02,,,,,,,6.1026,,8.5208,14.1674,18.9715,10.9896,15.3109,6.8648,17.7123,9.5595,
2001-01-03,,,,,,,6.1389,,8.2607,14.9318,19.7955,12.7591,14.6065,6.7204,19.1098,10.3138,
2001-01-04,,,,,,,6.3433,,8.0045,14.6693,19.9543,12.8871,14.0293,6.6154,19.6709,10.4599,
2001-01-05,,,,,,,6.2116,,8.1766,14.3605,19.3786,12.1072,14.1227,6.5498,19.1416,10.115,
2001-01-08,,,,,,,6.2297,,8.1486,14.2138,19.2197,12.0722,14.2161,6.6483,18.8663,9.9805,
2001-01-09,,,,,,,5.9755,,7.9845,13.9744,19.2793,12.34,14.3688,6.6778,19.0992,9.8986,
2001-01-10,,,,,,,6.03,,8.0365,14.206,19.458,12.7125,14.284,6.6614,19.2474,9.963,
2001-01-11,,,,,,,5.8665,,8.1246,14.2369,19.6962,13.248,14.0039,6.5072,19.6815,10.0507,
2001-01-12,,,,,,,5.7303,,8.0726,13.9667,19.6367,13.0501,13.9869,6.5564,19.9462,10.0448,
2001-01-16,,,,,,,5.921,,8.0686,14.2138,19.8253,12.8988,14.1821,6.4514,20.1579,10.2787,
2001-01-17,,,,,,,5.8892,,8.0285,14.2369,19.7955,13.2946,14.0209,6.4678,20.3061,10.1384,
2001-01-18,,,,,,,5.8574,,7.8764,14.0285,19.9246,13.9931,14.1312,6.5826,20.2426,9.9863,
2001-01-19,,,,,,,5.6939,,7.8404,13.9281,19.7161,14.1852,14.0209,6.5629,19.745,9.5888,
2001-01-22,,,,,,,5.7393,,7.9245,14.1752,19.6764,13.9232,14.1057,6.5498,19.6074,9.9513,
2001-01-23,,,,,,,5.7575,,8.0485,14.3141,19.9345,14.1561,14.1991,6.5432,20.0626,10.0682,
2001-01-24,,,,,,,5.7802,,8.0405,14.3991,19.8253,14.3307,14.1482,6.5531,19.8721,10.0799,
2001-01-25,,,,,,,5.8574,,8.2807,14.5303,19.8154,13.8301,14.4452,6.599,19.8403,10.2378,
2001-01-26,,,,,,,5.7984,,8.1406,14.5843,19.4877,13.9232,14.3009,6.5367,19.6392,10.1267,
2001-01-29,,,,,,,5.78,,8.0737,14.5964,19.5691,14.2157,14.1825,6.6385,19.9614,10.3278,
2001-01-30,,,,,,,5.998,,8.1428,14.7249,19.8868,14.2492,14.3454,6.6385,19.9208,10.3577,
2001-01-31,,,,,,,6.059,,8.2299,14.542,19.9313,13.8953,14.3834,6.5776,19.7988,10.6908,
2001-02-01,,,,,,,6.091,,8.1249,14.5618,19.6708,13.8879,14.5084,6.6574,20.0631,10.6758,
2001-02-02,,,,,,,6.0706,,8.2607,14.6013,19.6073,13.2769,14.6007,6.5839,19.8259,10.4737,
2001-02-05,,,,,,,6.1258,,8.4272,14.7002,19.7026,13.1949,14.5898,6.6322,19.8124,10.4139,
2001-02-06,,,,,,,6.0735,,8.4809,14.4136,19.7979,13.2732,14.655,6.6721,19.8327,10.4251,
2001-02-07,,,,,,,6.0735,,8.504,14.379,19.6263,12.9304,14.6822,6.6742,20.0224,10.4475,
2001-02-08,,,,,,,5.9922,,8.5501,14.3394,19.6009,12.7405,14.6387,6.7331,20.1444,10.1407,
2001-02-09,,,,,,,5.9864,,8.6884,14.3987,19.1371,12.1519,14.7582,6.7246,19.8191,10.0097,
2001-02-12,,33.0316,,,,,5.9864,,8.5732,14.6013,19.3595,12.2562,14.8832,6.7309,19.9818,10.2904,
2001-02-13,,32.0592,,,,,5.9689,,8.5552,14.5173,19.5628,12.0476,14.6822,6.7877,20.0021,10.4288,
2001-02-14,,31.5007,,,,,5.9021,,8.4938,14.3493,19.3595,12.3307,14.5464,6.6742,19.7853,10.3278,
2001-02-15,,31.8348,,,,,6.1288,,8.3836,14.3493,19.6899,12.7032,14.416,6.6847,19.8666,10.3241,
2001-02-16,,30.8773,,,,,5.9922,,8.4579,14.3543,19.1117,11.9172,14.4649,6.7225,19.7785,10.1931,
2001-02-20,,30.4634,,,,,5.9718,,8.4092,13.8256,19.1816,11.2764,14.5355,6.754,19.7582,10.3278,
2001-02-21,,30.1443,,,,,5.8701,,8.3529,13.4154,18.9465,10.9896,14.4921,6.6742,19.6565,9.8825,
2001-02-22,,29.0422,,,,,5.9137,,8.3119,13.5093,18.7686,11.0082,14.3834,6.7456,19.2839,9.7291,
2001-02-23,,30.269,,,,,5.8847,,8.2069,13.4451,18.7432,10.9263,14.2748,6.7078,19.2297,9.89,
2001-02-26,,31.7699,,,,,6.1026,,8.2965,13.7416,19.118,11.1013,14.4106,6.7835,19.3313,10.1931,
2001-02-27,,30.9571,,,,,6.1113,,8.2453,13.8898,19.0736,10.6767,14.4215,6.7919,19.6769,10.1407,
2001-02-28,,30.9272,,,,,6.1375,,8.13,13.5637,18.7368,10.4345,14.4703,6.7141,19.4194,9.9274,
2001-03-01,,30.3836,,,,,6.1433,,8.2222,13.5785,18.6034,10.7288,14.3345,6.6406,19.3516,9.7665,
2001-03-02,,30.5582,,,,,6.2886,,8.4092,13.5983,18.7114,10.3563,14.4703,6.6574,19.3855,9.8413,
2001-03-05,,30.269,,,,,6.4019,,8.4553,13.5291,18.9465,10.5798,14.416,6.6448,19.2771,9.7366,
2001-03-06,,30.2241,,,,,6.3874,,8.4989,13.5686,19.2197,11.0268,14.1227,6.6364,19.3448,9.9835,
2001-03-07,,29.3763,,,,,6.5763,,8.6807,13.8552,19.4484,11.0417,14.0304,6.6049,19.4329,10.2305,
2001-03-08,,28.389,,,,,6.5995,,8.7678,13.9096,19.5691,10.8219,14.1499,6.7288,19.5413,10.3952,
2001-03-09,,27.6061,,,,,6.5443,,8.7268,13.5884,19.1562,10.1141,14.2368,6.6112,19.372,10.2904,
2001-03-12,,25.2125,,,,,6.2828,,8.4374,12.9213,18.1078,9.574,13.7968,6.6868,18.403,9.9087,
2001-03-13,,26.14,,,,,6.2305,,8.3375,13.2672,18.1332,10.0508,13.7262,6.5314,18.4098,9.8638,
2001-03-14,,25.6413,,,,,6.0706,,8.212,12.6545,17.752,9.8049,13.3894,6.3067,18.0574,9.6505,
2001-03-15,,25.7062,,,,,5.937,,8.2171,13.035,17.6694,9.6895,13.4057,6.418,18.5927,9.759,
2001-03-16,,24.2401,,,,,5.9119,,8.0802,12.8649,17.21,9.4771,13.2434,6.3662,18.3454,9.5614,
2001-03-19,,25.2923,,,,,6.052,,8.1829,13.0136,17.5541,9.7714,13.3959,6.4466,18.3454,9.6739,
2001-03-20,,24.0007,,,,,6.087,,8.2549,12.6517,17.1973,9.302,13.0745,6.3535,17.9591,9.6964,
2001-03-21,,22.1008,,,,,5.8973,,8.0185,12.2849,16.7513,9.3467,12.7476,6.2118,17.4847,9.6364,
2001-03-22,,21.672,,,,,5.7104,,7.7821,11.9676,16.2989,9.7751,12.6169,6.1336,17.0984,9.3364,
2001-03-23,,22.789,,,,,5.7659,,7.8438,12.4733,16.6238,9.9838,12.9165,6.123,17.4847,9.4414,
2001-03-26,,23.8262,,,,,5.8243,,7.9466,12.6716,16.9233,9.8534,13.0908,6.326,17.7897,9.6064,
2001-03-27,,24.5592,,,,,5.9702,,7.9903,13.0285,17.1973,10.17,13.385,6.5587,18.3183,9.8164,
2001-03-28,,23.9658,,,,,5.9527,,7.8746,12.9591,16.8851,9.4175,13.4231,6.4191,17.9388,9.6552,
2001-03-29,,23.9409,,,,,5.8797,,7.7076,12.9294,16.8851,9.2946,13.4558,6.5693,18.1624,9.7489,
2001-03-30,,24.3847,,,,,5.8301,,7.8875,13.1574,16.9424,9.2387,13.4667,6.6179,18.1759,9.7826,
2001-04-02,,22.8189,,,,,5.8622,,7.741,13.2169,16.8213,9.0152,13.2869,6.639,17.9523,9.7864,
2001-04-03,,21.5722,,,,,5.7425,,7.5278,12.7707,16.1205,8.4117,13.0418,6.6073,17.5525,9.4564,
2001-04-04,,21.5722,,,,,5.8535,,7.6614,12.4584,16.1969,8.2515,13.2107,6.6327,17.6609,9.5577,
2001-04-05,,23.2926,,,,,6.0461,,7.8618,12.9145,17.1399,9.1232,13.3469,6.5883,18.1014,9.7714,
2001-04-06,,23.0433,,,,,5.9761,,7.8721,12.627,16.7959,8.6985,13.3033,6.4656,18.0201,9.7414,
2001-04-09,,23.6965,,,,,6.0753,,8.0571,12.622,17.0953,8.7209,13.4177,6.6073,18.2437,9.6514,
2001-04-10,,24.9572,,,,,6.341,,8.1958,12.9889,17.5987,9.3058,13.4013,6.7448,18.6029,9.7489,
2001-04-11,,24.638,,,,,6.2622,,8.0493,13.0979,17.4012,9.6448,13.1453,6.6538,18.3793,9.6402,
2001-04-12,,25.9306,,,,,6.233,,8.1341,13.1971,17.7452,9.8869,13.3196,6.6496,18.3657,9.4752,
2001-04-16,,25.5316,,,,,6.2447,,8.2934,13.1029,17.7134,9.6485,13.3196,6.7554,18.4945,9.5202,
2001-04-17,,26.2018,,,,,6.2359,,8.3371,13.212,17.9364,9.7491,13.6138,6.9119,18.813,9.6514,
2001-04-18,,28.2444,,,,,6.4957,,8.2934,13.7672,18.7074,10.6357,13.4831,6.7681,19.5652,10.2438,
2001-04-19,,28.2444,,,,,6.3906,,8.1495,13.8416,18.7711,11.3062,13.4286,6.7808,19.5856,10.2738,
2001-04-20,,27.5423,,,,,6.3731,,8.2369,13.6036,18.7201,11.1758,13.2815,6.7004,19.6398,10.1651,
2001-04-23,,26.7923,,,,,6.3293,,8.4553,13.435,18.4334,10.5574,13.3469,6.7152,19.1857,10.0976,
2001-04-24,,25.5476,,,,,6.3585,,8.4707,13.3656,18.2486,10.3935,13.1017,6.7469,19.2399,9.9214,
2001-04-25,,26.6646,,,,,6.3352,,8.5914,13.5094,18.6755,10.5761,13.4504,6.8654,19.4636,9.9289,
2001-04-26,,26.8082,,,,,6.5395,,8.761,13.5639,18.9368,10.4271,13.5757,6.9267,19.7075,10.1763,
2001-04-27,,27.8933,,,,,6.5454,,8.7019,13.8564,19.0769,10.5686,13.6519,6.9309,19.5178,10.4201,
2001-04-30,,29.122,,,,,6.4519,,8.7019,13.6333,18.8794,10.7325,13.7282,6.9373,19.5178,10.2363,
2001-05-01,,29.3422,,,,,6.5249,,8.6454,13.7474,19.0515,10.9896,13.8807,7.0028,19.8228,10.3488,
2001-05-02,,29.355,,,,,6.5249,,8.3088,13.8564,19.0578,11.2094,13.799,6.914,19.8837,10.4313,
2001-05-03,,28.0688,,,,,6.5133,,8.2677,13.8614,18.7775,10.8517,13.7282,6.8252,19.4975,10.3113,
2001-05-04,,29.1061,,,,,6.6242,,8.3988,14.03,19.0642,11.0082,13.8481,6.895,19.5585,10.4051,
2001-05-07,,29.3135,,,,,6.5454,,8.4219,13.9407,19.1343,10.997,13.8426,6.9309,19.6059,10.3263,
2001-05-08,,29.4731,,,,,6.5629,,8.4142,13.7969,19.1661,11.0455,13.7936,6.8315,19.2806,10.3188,
2001-05-09,,29.505,,,,,6.6271,,8.5632,13.7821,19.0578,10.8927,13.8644,6.8421,19.4026,10.1613,
2001-05-10,,28.8827,,,,,6.7672,,8.5015,13.787,19.2681,10.7325,13.7936,6.8463,19.5313,10.4538,
2001-05-11,,28.7231,,,,,6.633,,8.4193,13.6581,19.1725,10.6171,13.7173,6.8506,19.6262,10.4988,
2001-05-14,,28.0848,,,,,6.6797,,8.5503,13.7722,19.2617,10.468,13.8372,6.9415,19.5381,10.4726,
2001-05-15,,28.6274,,,,,6.7293,,8.6274,13.8564,19.3382,10.4494,13.7554,6.895,19.6262,10.4351,
2001-05-16,,29.5688,,,,,7.0796,,8.6994,14.2282,19.9626,10.8741,14.1749,7.043,20.1684,10.5626,
2001-05-17,,31.2443,,,,,7.1526,,8.7276,14.1539,20.2939,10.9374,14.2457,7.0007,20.3446,10.7238,
2001-05-18,,31.2922,,,,,7.1176,,8.91,14.0746,20.3577,10.9859,14.1695,7.043,20.3988,10.7163,
2001-05-21,,32.9198,,,,,7.1789,,8.8895,14.2729,20.5552,11.4739,14.1586,7.0684,20.7106,10.8363,
2001-05-22,,33.156,,,,,7.0417,,8.7996,14.4166,20.4915,11.4515,14.0169,7.043,20.7377,10.8738,
2001-05-23,,31.4997,,,,,6.922,,8.666,14.3572,20.1792,11.1721,13.8916,7.0409,20.392,10.6788,
2001-05-24,,32.7762,,,,,6.7322,,8.6505,14.4117,20.1538,11.2578,13.9516,7.0219,20.6428,10.6413,
2001-05-25,,32.572,,,,,6.741,,8.576,14.2183,19.8543,11.0455,13.8372,6.9119,20.4937,10.5888,
2001-05-29,,32.1699,,,,,6.8315,,8.5632,14.2282,19.8033,10.632,13.9516,6.9077,20.3378,10.5063,
2001-05-30,,30.9667,,,,,6.6913,,8.5298,14.1093,19.4019,10.1998,14.0278,6.878,20.27,10.3151,
2001-05-31,,31.6433,,,,,6.7001,,8.6197,14.2332,19.6695,10.293,13.9298,6.9859,20.2633,10.4801,
2001-06-01,,32.2656,,,,,6.7556,,8.5812,14.2084,19.6122,10.468,14.115,6.9267,20.2023,10.4426,
2001-06-04,,33.3348,,,,,6.8315,,8.6968,14.3225,19.7396,10.4457,14.1368,6.9309,20.2294,10.4088,
2001-06-05,,34.723,,,,,6.9103,,8.7225,14.3869,19.9499,10.8592,14.2839,6.8294,20.4191,10.5326,
2001-06-06,,34.1167,,,,,6.7877,,8.5015,14.2778,19.7205,10.7549,14.0551,6.7744,20.2565,10.4238,
2001-06-07,,34.0847,,,,,6.8665,,8.4013,14.1836,19.8097,11.0604,14.1531,6.7173,20.3717,10.5026,
2001-06-08,,33.4879,,,,,6.8402,,8.4245,14.0994,19.5676,10.8145,14.0714,6.7427,20.2633,10.5401,
2001-06-11,,32.489,,,,,6.7439,,8.4476,13.9655,19.2299,10.6357,13.8753,6.8061,20.1616,10.3826,
2001-06-12,,31.8188,,,,,6.6855,,8.5118,14.0101,19.3573,10.5537,14.0387,6.8654,20.1142,10.4613,
2001-06-13,,31.9465,,,,,6.7089,,8.4707,13.8961,19.2872,10.3153,13.9298,6.7237,20.0193,10.3488,
2001-06-14,,31.1167,,,,,6.5395,,8.2986,13.6532,19.1598,9.9465,13.9189,6.5248,19.6466,10.2401,
2001-06-15,,31.7199,,,,,6.5187,,8.3608,13.7233,19.0608,9.8534,13.8375,6.5651,19.5937,10.1383,
2001-06-18,,31.4039,,,,,6.4542,,8.2678,13.7582,19.0352,9.6075,13.8812,6.5736,19.2954,10.2472,
2001-06-19,,30.9411,,,,,6.4689,,8.2601,13.8826,18.8373,9.6448,13.9249,6.5992,19.3496,10.2811,
2001-06-20,,32.2337,,,,,6.5275,,8.1052,13.9572,18.9203,9.7453,14.0014,6.6162,19.7699,10.4314,
2001-06-21,,32.3294,,,,,6.4952,,7.9839,14.5195,19.0033,9.9279,14.1216,6.4437,19.9937,10.6192,
2001-06-22,,31.4837,,,,,6.3926,,8.1388,14.3304,18.8373,9.8347,13.7281,6.5161,19.7361,10.514,
2001-06-25,,30.622,,,,,6.3193,,8.0433,14.2159,18.5883,9.9763,13.6571,6.4394,19.7835,10.3788,
2001-06-26,,30.7018,,,,,6.378,,8.0923,14.0368,18.6394,10.0322,13.6571,6.5353,19.4784,10.2397,
2001-06-27,,30.6699,,,,,6.4366,,7.8987,14.0418,18.601,10.0545,13.5533,6.5502,19.7971,10.1909,
2001-06-28,,31.4199,,,,,6.4425,,7.7309,14.2259,18.6649,10.252,13.6407,6.5651,19.9462,10.3524,
2001-06-29,,31.8507,,,,,6.4689,,7.8342,14.1314,18.4542,10.4941,13.2855,6.6354,20.0344,10.3975,
2001-07-02,,31.5507,,,,,6.5363,,7.8135,14.3055,18.7224,10.4867,13.5915,6.6546,20.1767,10.499,
2001-07-03,,31.7167,,,,,6.5158,,7.8032,14.2956,18.8373,10.4494,13.4822,6.6716,20.1767,10.4802,
2001-07-05,,30.3252,,,,,6.4894,,7.8729,14.206,18.6904,10.1141,13.4003,6.727,19.9394,10.266,
2001-07-06,,29.5529,,,,,6.4131,,7.8445,13.9174,18.3456,9.6485,13.2418,6.7206,19.5666,10.0218,
2001-07-09,,30.0635,,,,,6.4718,,7.7335,13.9622,18.4031,9.7714,13.444,6.7824,19.4581,10.0932,
2001-07-10,,28.4837,,,,,6.4014,,7.7438,13.6238,18.1221,9.4734,13.3347,6.793,19.4581,10.0481,
2001-07-11,,27.9252,,,,,6.4219,,7.6406,13.5989,17.9369,9.5218,13.2636,6.825,19.4445,10.157,
2001-07-12,,27.7146,,,,,6.5598,,7.6303,13.8378,18.3712,10.1551,13.1816,6.7547,19.6343,10.5967,
2001-07-13,,28.4039,,,,,6.5656,,7.6587,14.002,18.518,10.1849,13.28,6.7376,19.7699,10.7696,
2001-07-16,,26.888,,,,,6.4601,,7.5322,13.803,18.2051,9.939,13.1816,6.7845,19.675,10.7996,
2001-07-17,,27.4784,9.7458,,,,6.4337,,7.4986,14.0866,18.5755,10.0583,13.3784,6.7952,19.8106,10.8597,
2001-07-18,,27.9252,9.3205,,,,6.592,,7.4186,14.007,18.633,9.6746,13.7609,6.7249,19.614,10.8672,
2001-07-19,,27.6539,9.1896,,,,6.6067,,7.496,13.9124,18.5819,9.8534,13.6298,6.7675,19.4987,10.9424,
2001-07-20,,28.1327,9.0684,,,,6.5627,,7.6561,13.8477,18.6777,9.7975,13.8156,6.6247,19.5462,10.9537,
2001-07-23,,27.4784,9.0684,,,,6.4337,,7.5683,13.7731,18.4733,9.5591,13.4932,6.4437,19.1665,10.7508,
2001-07-24,,26.3933,8.9587,,,,6.2401,,7.2973,13.594,17.9816,9.4324,13.3893,6.2584,19.0784,10.5967,
2001-07-25,,27.0316,9.0222,,,,6.3721,,7.6354,13.6985,18.103,9.6336,13.4877,6.5353,19.1869,10.8034,
2001-07-26,,27.5742,9.3821,,,,6.3369,,7.7903,13.8079,18.2818,9.8161,13.4932,6.5587,19.7496,10.8146,
2001-07-27,,28.1454,9.5071,,,,6.3545,,7.8264,13.8875,18.4542,9.8012,13.4932,6.5544,19.7767,10.7846,
2001-07-30,,27.6539,9.3147,,,,6.3105,,7.8342,13.8428,18.4158,9.7714,13.6626,6.629,19.7767,10.856,
2001-07-31,,27.7656,9.4879,,,,6.4513,,7.7438,13.997,18.4158,9.7677,13.6899,6.5757,19.6343,10.8597,
2001-08-01,,27.7656,9.4109,,,,6.4219,,7.7154,14.0567,18.518,10.0285,13.6899,6.6524,19.614,10.8485,
2001-08-02,,27.5742,9.5649,,,,6.378,,7.7103,14.0368,18.5436,10.1663,13.6079,6.6418,19.8174,10.9161,
2001-08-03,,27.6508,9.4302,,,,6.3633,,7.5941,14.0965,18.633,10.021,13.7063,6.6226,19.6547,10.8447,
2001-08-06,,27.4305,9.3147,,,,6.3721,,7.5838,13.8925,18.2307,9.8981,13.6352,6.4948,19.5259,10.6493,
2001-08-07,,27.2135,9.3147,,,,6.3252,,7.5838,14.0418,18.3648,9.8422,13.6626,6.5459,19.5801,10.7696,
2001-08-08,,26.2976,8.8817,,,,6.2695,,7.4289,13.7582,18.1987,9.5255,13.6079,6.416,19.4445,10.6343,
2001-08-09,,26.138,8.7951,,,,6.2137,,7.4728,13.8229,18.2051,9.5293,13.6516,6.4266,19.3564,10.5967,
2001-08-10,,26.3614,8.5256,,,,6.3721,,7.4805,13.8328,18.5436,9.5144,13.7008,6.5523,19.3903,10.5892,
2001-08-13,,27.1848,8.5256,,,,6.3926,,7.5167,13.8179,18.3712,9.5516,13.8211,6.4799,19.5394,10.4689,
2001-08-14,,26.9997,8.6892,,,,6.3633,,7.558,13.8229,18.3839,9.4287,13.7992,6.4799,19.2886,10.499,
2001-08-15,,26.4093,8.3621,,,,6.3985,,7.6716,13.7681,18.3456,9.2164,13.7719,6.3989,19.0242,10.4088,
2001-08-16,,26.6327,8.2081,,,,6.3281,,7.6277,13.7283,18.3392,9.2648,13.9085,6.4692,19.1191,10.4877,
2001-08-17,,26.0742,8.0156,,,,6.3662,,7.5709,13.5243,18.1157,8.9891,13.914,6.3904,18.9089,10.2134,
2001-08-20,,25.9146,8.0156,,,,6.3721,,7.5167,13.6586,18.103,9.0487,13.8976,6.4415,19.0513,10.3412,
2001-08-21,,25.8189,7.7462,,,,6.4014,,7.5115,13.4895,18.0774,8.7842,14.0233,6.4437,19.1598,10.0856,
2001-08-22,,26.9167,7.7173,,,,6.3867,,7.5167,13.5492,18.0455,8.8736,14.0834,6.433,19.0852,10.112,
2001-08-23,,27.8901,7.7655,,,,6.4366,,7.5838,13.5542,18.103,8.8662,14.0397,6.4181,19.1869,10.0593,
2001-08-24,,28.7231,7.7655,,,,6.5246,,7.6458,13.589,18.435,9.2983,14.2091,6.4629,19.5327,10.251,
2001-08-27,,29.0486,8.2658,,,,6.5363,,7.6354,13.4546,18.4286,9.276,14.1818,6.4799,19.2886,10.2397,
2001-08-28,,28.4039,8.0118,,,,6.4747,,7.5554,13.2407,18.0774,9.0189,14.0123,6.4501,19.0174,10.1533,
2001-08-29,,28.2444,7.7558,,,,6.3926,,7.5244,13.1213,17.9561,8.8475,13.7992,6.4117,18.8479,9.9654,
2001-08-30,,28.3242,7.446,,,,6.3692,,7.416,13.0317,17.624,8.5048,13.8593,6.3372,18.4614,9.7625,
2001-08-31,,28.021,7.5634,,,,6.4249,,7.416,13.0715,17.7837,8.5756,13.7555,6.3414,18.6377,9.909,
2001-09-04,,28.1295,7.5634,,,,6.4249,,7.4599,13.0168,17.6177,8.3893,13.7719,6.4075,18.5564,9.9617,
2001-09-05,,27.9412,7.1689,,,,6.507,,7.4857,12.9372,17.6624,8.3186,14.2637,6.3691,18.5699,9.9654,
2001-09-06,,27.571,6.8994,,,,6.3457,,7.4341,12.6386,17.3559,7.9237,13.8265,6.3201,18.0275,9.6047,
2001-09-07,,26.872,6.9071,,,,6.1463,,7.4289,12.3898,16.9216,7.8305,13.6079,6.3116,17.675,9.2552,
2001-09-10,,26.5689,6.8898,,,,6.0261,,7.4522,12.4147,16.8897,7.9982,13.9085,6.416,17.4445,9.1763,
2001-09-17,,24.6061,6.3894,,,,5.5803,,7.2999,11.8674,15.3253,7.4878,13.8976,6.3585,15.9868,8.3233,
2001-09-18,,23.138,6.3317,,,,5.5715,,6.9462,11.7181,15.1082,7.4208,13.7281,6.4032,15.6953,8.3721,
2001-09-19,,22.8189,5.966,,,,5.4836,,6.6958,11.6335,14.7314,7.3537,13.5533,6.3542,15.4376,8.1805,
2001-09-20,,22.8827,5.8024,,,,5.2754,,6.5074,11.121,13.8885,7.0333,13.28,6.4352,14.8478,7.8987,
2001-09-21,,22.021,5.6773,,,,5.2066,,6.5103,10.9456,13.902,6.8322,12.8891,6.2529,14.8946,7.9337,
2001-09-24,,22.0849,5.9372,,,,5.4544,,6.3389,11.5153,14.8318,7.2159,13.0646,6.2744,15.3558,8.3709,
2001-09-25,,22.3721,6.0911,,,,5.4692,,6.2689,11.7002,14.928,7.2829,13.1303,6.3688,15.2473,8.3935,
2001-09-26,,22.3402,5.6773,,,,5.4249,,6.2247,11.8152,14.6651,7.0371,13.3551,6.2164,15.3897,8.4199,
2001-09-27,,23.4891,5.4753,,,,5.4839,,6.4713,12.0101,14.8254,6.9812,13.6183,6.1391,15.6271,8.4425,
2001-09-28,,23.7285,5.7736,,,,5.6639,,6.7024,12.335,15.178,7.1712,13.7389,6.2808,15.9391,8.6574,
2001-10-01,,23.7763,5.6485,,,,5.6816,,6.6089,12.3,15.0434,7.078,13.854,6.3345,15.6407,8.6498,
2001-10-02,,24.5104,5.8409,,,,5.7052,,6.7543,12.4699,15.3383,7.0706,13.9527,6.4032,15.8442,8.891,
2001-10-03,,25.2125,6.4933,,,,5.776,,6.8477,12.6698,15.7103,7.5437,13.8376,6.4719,16.4343,9.2039,
2001-10-04,,24.5742,6.63,,,,5.6757,,7.0087,12.5699,15.7295,7.7039,13.7882,6.4075,16.3868,9.0079,
2001-10-05,,24.6859,6.6685,,,,5.776,,7.0606,12.225,15.7167,7.7002,13.9363,6.4203,16.2104,9.0833,
2001-10-08,,24.1593,6.7455,,,,5.655,,7.0736,11.9501,15.5307,7.7523,13.9088,6.4804,16.0883,8.8986,
2001-10-09,,24.3157,6.5626,,,,5.7081,,7.0865,12.0501,15.473,7.5735,13.8376,6.4483,15.9391,8.9061,
2001-10-10,,25.404,6.7147,,,,5.8645,,7.4006,12.24,15.7552,7.8082,14.0075,6.4611,16.285,9.2755,
2001-10-11,,26.588,7.2247,,,,6.0562,,7.398,12.4349,16.2233,8.1844,13.9088,6.3667,16.6716,9.5732,
2001-10-12,,26.6008,6.9033,,,,5.9589,,7.3487,12.24,16.0694,8.1658,13.8979,6.3238,16.5224,9.3659,
2001-10-15,,26.8401,7.1765,,,,5.9618,,7.2137,12.295,16.1784,8.1099,13.9582,6.313,16.5835,9.3396,
2001-10-16,,27.2359,7.1612,,,,6.012,,7.2994,12.4949,16.1399,8.1956,13.8814,6.3602,16.7462,9.4338,
2001-10-17,,25.8827,6.8898,,,,5.8969,,7.263,12.37,15.7616,7.8231,13.7663,6.3538,16.2443,9.1963,
2001-10-18,,26.1061,6.8898,,,,5.8881,,6.9697,12.355,15.6974,7.8045,13.8705,6.2315,15.9866,9.1963,
2001-10-19,,26.7284,6.8898,,,,5.8143,,6.9957,12.1551,15.6077,7.9088,14.0349,6.3388,15.9323,9.0682,
2001-10-22,,27.4944,7.2073,,,,5.95,,7.0813,12.4499,15.9347,8.095,14.172,6.2186,16.38,9.2717,
2001-10-23,,26.9997,7.1785,,,,6.0267,,7.0554,12.4799,15.8513,8.1025,13.9911,6.0597,16.4817,9.2906,
2001-10-24,,27.3029,7.4768,,,,6.009,,6.9567,12.4349,15.9283,8.2031,13.9637,6.0061,16.2172,9.2529,
2001-10-25,,28.1646,7.3305,,,,5.9972,,7.1333,12.5999,16.1784,8.4005,14.0953,6.0468,16.3122,9.3396,
2001-10-26,,28.8348,7.6019,,,,6.1005,,7.2708,12.7448,16.4798,8.4117,14.0459,6.0662,16.4546,9.4376,
2001-10-29,,27.8135,7.2939,,,,5.953,,7.2033,12.295,15.8706,8.0094,13.9582,6.0554,16.0341,9.1097,
2001-10-30,,27.1912,7.0341,,,,5.9087,,6.9619,12.27,15.5243,7.8454,13.8102,5.9653,15.8103,8.9363,
2001-10-31,,27.5423,7.1284,,,,5.8173,,6.9723,12.1601,15.4474,7.9535,13.6512,5.9502,16.0205,9.1134,
2001-11-01,,27.8614,7.2689,,,,5.9441,,7.0787,12.36,15.768,8.2291,13.9692,5.9996,16.2443,9.283,
2001-11-02,,27.2071,7.3805,,,,6.0356,,6.8867,12.4249,16.0116,8.2403,13.9472,6.0232,16.3325,9.4225,
2001-11-05,,28.2444,7.6134,,,,6.0592,,6.8451,12.6948,16.2489,8.4936,13.9746,6.0812,16.5835,9.6448,
2001-11-06,,28.5635,7.8905,,,,6.186,,6.8036,12.8498,16.4798,8.7917,14.0021,6.107,16.7869,9.7617,
2001-11-07,,28.4039,7.9925,,,,6.1831,,6.8321,12.8998,16.4413,8.7544,14.0185,6.0275,16.692,9.6938,
2001-11-08,,27.922,7.7462,,,,6.189,,6.9645,12.9397,16.6144,8.7991,13.8869,6.1091,16.8344,9.7768,
2001-11-09,,27.2869,7.8521,,,,6.2067,,7.0995,12.8548,16.5567,8.7656,13.9198,6.1477,16.7327,9.724,
2001-11-12,,27.5391,7.9271,,,,6.1211,,7.0813,12.7948,16.3643,8.8326,13.9417,6.1263,16.7734,9.7579,
2001-11-13,,28.372,8.0484,,,,6.2863,,7.1384,13.1396,16.7683,9.1456,13.9417,6.122,17.2617,10.0067,
2001-11-14,,28.3401,8.2177,,,,6.3896,,6.7906,13.1147,16.8517,9.194,13.8705,6.0576,17.4652,10.2328,
